iter	Logloss
265	0.04814095307
266	0.04791829716
267	0.04768369478
268	0.04722753192
269	0.0468610996
270	0.04655276627
271	0.04641466131
272	0.046120295
273	0.0457753489
274	0.04546790964
275	0.04525238776
276	0.04496686549
277	0.04468126457
278	0.04437043186
279	0.04414851275
280	0.04380971895
281	0.04348100634
282	0.04322562899
283	0.04293408714
284	0.04262433783
285	0.04232692969
286	0.04205603409
287	0.04168701172
288	0.04144992247
289	0.04119758896
290	0.04090083447
291	0.04077725651
292	0.04050245355
293	0.04024602285
294	0.03990157863
295	0.03964707531
296	0.0394257843
297	0.03922709146
298	0.03893022026
299	0.03875011857
300	0.03846479464
301	0.03822616168
302	0.03807172555
303	0.03787333875
304	0.03768589266
305	0.03751273366
306	0.03732060184
307	0.03705747939
308	0.03686004326
309	0.03667588544
310	0.03646810315
311	0.03629979667
312	0.03607742826
313	0.03590601482
314	0.03567889458
315	0.03540575755
316	0.03522150156
317	0.03501925699
318	0.03485475668
319	0.03464664231
320	0.03445586136
321	0.03426738997
322	0.0340373471
323	0.03383218891
324	0.03363264859
325	0.03348125931
326	0.0333249018
327	0.03313000713
328	0.03293511597
329	0.03272988566
330	0.0325977642
331	0.03238978656
332	0.0322318012
333	0.03206535147
334	0.03188875242
335	0.03179588538
336	0.03161803714
337	0.03144960994
338	0.03127603721
339	0.03114102718
340	0.03097935434
341	0.03086010047
342	0.03065123728
343	0.03054304333
344	0.03036309841
345	0.03022039337
346	0.03010018283
347	0.03000983972
348	0.02989136421
349	0.02973926218
350	0.02959464127
351	0.02942761453
352	0.02931606419
353	0.02920786723
354	0.02900468752
355	0.02875705727
356	0.02856250971
357	0.02834958239
358	0.02823393635
359	0.0280931031
360	0.02796328368
361	0.02782467534
362	0.02768450975
363	0.02753617082
364	0.02736218537
365	0.027246064
366	0.02713620863
367	0.02701984684
368	0.02691522466
369	0.02682614928
370	0.02668474903
371	0.02657464773
372	0.02646753267
373	0.02631307349
374	0.02616197121
375	0.02604562395
376	0.02595435171
377	0.02583783615
378	0.02565710484
379	0.02557907686
380	0.02545380793
381	0.0253598109
382	0.02525248748
383	0.02515249292
384	0.02500200071
385	0.0249202011
386	0.02476523604
387	0.02466186355
388	0.02450078976
389	0.02435556981
390	0.02421628227
391	0.02412544579
392	0.02402584893
393	0.02390042774
394	0.02375950533
395	0.02367456821
396	0.02356221496
397	0.02344031895
398	0.02329043581
399	0.02317551304
400	0.0230554753
401	0.02294403966
402	0.02285593197
403	0.02278013991
404	0.02266029751
405	0.02254440103
406	0.0223802859
407	0.02229020876
408	0.02220322605
409	0.02209986358
410	0.02202020373
411	0.02195726723
412	0.02185068211
413	0.02174774539
414	0.02165954754
415	0.02159404354
416	0.02153179726
417	0.02145077501
418	0.02136727541
419	0.02128125539
420	0.02122832747
421	0.02114594884
422	0.02102447658
423	0.02095244111
424	0.02079903779
425	0.02069286939
426	0.02061660049
427	0.02049238441
428	0.02038867033
429	0.02033423476
430	0.02024464046
431	0.02015288738
432	0.0200708774
433	0.01999171842
434	0.01990634253
435	0.01981444419
436	0.01975776067
437	0.01966583929
438	0.01954878078
439	0.01947008161
440	0.01938666817
441	0.0192723134
442	0.01922026201
443	0.01916618307
444	0.01911751362
445	0.01903387078
446	0.01897148826
447	0.01891572335
448	0.01883390771
449	0.01877615732
450	0.01870413087
451	0.01864535167
452	0.01860302036
453	0.01855397525
454	0.01848581759
455	0.01839804048
456	0.01832216427
457	0.01827861782
458	0.01818809189
459	0.01814265912
460	0.01806332083
461	0.01800296287
462	0.01796114345
463	0.01788189832
464	0.01780294771
465	0.01775628378
466	0.01768343288
467	0.01759876624
468	0.01754089864
469	0.01749255076
470	0.01744422592
471	0.01736646239
472	0.01731490388
473	0.01725250432
474	0.017210168
475	0.01715189168
476	0.01708944505
477	0.01703071194
478	0.01697414162
479	0.01691837772
480	0.01685934808
481	0.01678060884
482	0.01671482034
483	0.01665879097
484	0.0166056647
485	0.01656149616
486	0.016512989
487	0.01642595319
488	0.01639272786
489	0.01633700102
490	0.01628485447
491	0.01621911806
492	0.01615844154
493	0.01608322548
494	0.01600825887
495	0.01594744209
496	0.01589969928
497	0.01585125322
498	0.01577747469
499	0.01571306862
500	0.01564394726
501	0.01559232363
502	0.01555665902
503	0.01549489658
504	0.01544417654
505	0.01537657786
506	0.01531809618
507	0.01525813592
508	0.01519196174
509	0.01514142802
510	0.01506022145
511	0.01499426866
512	0.01495720859
513	0.01492576038
514	0.01487767196
515	0.0148393667
516	0.01479785683
517	0.01474918037
518	0.01470770455
519	0.01466215058
520	0.01459668765
521	0.01455432728
522	0.01451681742
523	0.01447326696
524	0.01442210414
525	0.01436178925
526	0.01431104115
527	0.01427899389
528	0.0142245473
529	0.01418928739
530	0.01415153211
531	0.01413368377
532	0.01408142603
533	0.01405271061
534	0.01401193803
535	0.0139670362
536	0.01392566757
537	0.01387785162
538	0.01382244435
539	0.01378082528
540	0.01370790926
541	0.01365972166
542	0.01361846423
543	0.013557955
544	0.01351896354
545	0.01348282009
546	0.01345353567
547	0.01341032681
548	0.01337042576
549	0.01334258188
550	0.01328175108
551	0.01326032146
552	0.01319942655
553	0.01316690445
554	0.01312870739
555	0.01308355912
556	0.01305438891
557	0.01302018987
558	0.0129733316
559	0.01292726372
560	0.01289133965
561	0.01285468831
562	0.01281536227
563	0.0127724349
564	0.01275628054
565	0.01270338567
566	0.01264417873
567	0.01260145572
568	0.01257207814
569	0.0125180573
570	0.01248830507
571	0.01244718287
572	0.01239600001
573	0.01235912728
574	0.01231794097
575	0.01228945696
576	0.01225326342
577	0.01222758133
578	0.01220198038
579	0.01216173372
580	0.01213508894
581	0.01209344784
582	0.01205625955
583	0.01202840565
584	0.01199959507
585	0.01195735591
586	0.01191714631
587	0.01189485618
588	0.01186734989
589	0.01184086239
590	0.0118142697
591	0.0117878964
592	0.01174423574
593	0.0117181259
594	0.01168701228
595	0.0116591694
596	0.01161161391
597	0.01158908035
598	0.01155961061
599	0.01152666076
600	0.01148966982
601	0.01145232826
602	0.01142986983
603	0.01139364924
604	0.01137299798
605	0.01134809025
606	0.01132282289
607	0.0112945743
608	0.01125866225
609	0.01121239302
610	0.01117852756
611	0.01114998044
612	0.01111810348
613	0.01108005968
614	0.01105077126
615	0.01101921687
616	0.01100054809
617	0.01097342046
618	0.01092757498
619	0.01090825806
620	0.01088533482
621	0.01085859687
622	0.01083291078
623	0.01080729481
624	0.01076207441
625	0.01071820339
626	0.01069366231
627	0.01066595466
628	0.01063628056
629	0.01061572948
630	0.01058753098
631	0.01056853062
632	0.01052575652
633	0.01049099149
634	0.01046116011
635	0.01042724958
636	0.01038592202
637	0.01036036515
638	0.01033846671
639	0.01031044451
640	0.01028481952
641	0.0102631645
642	0.01022201626
643	0.01019755131
644	0.01017123711
645	0.01015629889
646	0.01012752337
647	0.01010812431
648	0.01007564028
649	0.0100525297
650	0.01001407219
651	0.009991360312
652	0.009954383393
653	0.00992734292
654	0.00990629096
655	0.009890034419
656	0.009871373657
657	0.009836246987
658	0.009807690853
659	0.009787498402
660	0.009761627983
661	0.009738037566
662	0.009709834051
663	0.009683481785
664	0.009664084731
665	0.009652353134
666	0.009618718083
667	0.009599323032
668	0.009564607083
669	0.009543869676
670	0.009510339809
671	0.009483420548
672	0.009455935294
673	0.009440008332
674	0.009419775811
675	0.009397818261
676	0.009378490328
677	0.00936050375
678	0.009328666855
679	0.009303631903
680	0.009282476762
681	0.009255878064
682	0.009232172445
683	0.009212317587
684	0.009180609919
685	0.009154054297
686	0.009106308472
687	0.009081760374
688	0.009054518547
689	0.009030469325
690	0.009017601734
691	0.008996167103
692	0.008978661369
693	0.00895682403
694	0.008937096395
695	0.008918870397
696	0.008901247457
697	0.008881211281
698	0.008860183363
699	0.008846667634
700	0.008816956472
701	0.008783003362
702	0.008769179593
703	0.008736223734
704	0.008722767109
705	0.008703673587
706	0.008666226844
707	0.008648214721
708	0.008629761824
709	0.008612795036
710	0.008595719057
711	0.008570035466
712	0.008541622583
713	0.008528572672
714	0.008500744816
715	0.008476459679
716	0.008457865535
717	0.00844455166
718	0.008431618955
719	0.008400712694
720	0.008375100228
721	0.00835608835
722	0.008340050192
723	0.008332062168
724	0.008315076347
725	0.008290448109
726	0.008276718003
727	0.008260324222
728	0.008248620674
729	0.008231067858
730	0.00821569587
731	0.008195711785
732	0.008178880235
733	0.008162922218
734	0.008141424976
735	0.008122818811
736	0.008106380451
737	0.008088546641
738	0.008077479711
739	0.008066664223
740	0.008049622303
741	0.008040765253
742	0.008025146833
743	0.00800436635
744	0.007990169926
745	0.007978723831
746	0.007963946887
747	0.007944253312
748	0.00792967021
749	0.00790864129
750	0.007892930207
751	0.007863872191
752	0.007843358677
753	0.007823938582
754	0.00780757285
755	0.007784409683
756	0.007774791798
757	0.007747079144
758	0.007731430671
759	0.007719083994
760	0.007704606577
761	0.007690788317
762	0.007673248023
763	0.007664238204
764	0.007654540178
765	0.007631055447
766	0.0076248771
767	0.007609328302
768	0.00759475121
769	0.007582048408
770	0.007568127468
771	0.007555336511
772	0.00753580422
773	0.007513176493
774	0.007492697039
775	0.007471807865
776	0.007458748437
777	0.007447126032
778	0.007434854988
779	0.007424873464
780	0.007401121765
781	0.007382563182
782	0.007368158893
783	0.007351510665
784	0.007335992921
785	0.007321192437
786	0.00730484674
787	0.007284060246
788	0.007264799431
789	0.007255291738
790	0.007240405604
791	0.007231321155
792	0.00722159007
793	0.007207871485
794	0.007185483179
795	0.007169689451
796	0.007157823619
797	0.00713872609
798	0.00712252665
799	0.007107160672
800	0.007092996806
801	0.0070783551
802	0.007068661081
803	0.007056123068
804	0.007036100917
805	0.007027944096
806	0.007011696571
807	0.007001155565
808	0.006989118432
809	0.006974056488
810	0.00696211903
811	0.00693885118
812	0.006928830087
813	0.006920363723
814	0.006907894331
815	0.006897368351
816	0.006887188479
817	0.006864397466
818	0.006846370817
819	0.006828757394
820	0.006813842709
821	0.006805240607
822	0.006794177184
823	0.006775004022
824	0.00676178231
825	0.006743052927
826	0.006723340319
827	0.006714502303
828	0.006703687315
829	0.006683692211
830	0.006669248353
831	0.00665362893
832	0.006636359611
833	0.006628400137
834	0.006619838106
835	0.006610330413
836	0.006591761313
837	0.006579417141
838	0.006569509747
839	0.006557901366
840	0.006546009488
841	0.006525547064
842	0.006515638167
843	0.006500772568
844	0.00648940461
845	0.00647297176
846	0.006457474051
847	0.006440005883
848	0.006427743355
849	0.006409517857
850	0.006399320454
851	0.006392337194
852	0.006382943702
853	0.006371625331
854	0.006357015181
855	0.006338977012
856	0.006325913578
857	0.006316899252
858	0.006300963274
859	0.006292508931
860	0.006282839455
861	0.006274904023
862	0.006262043945
863	0.006244356392
864	0.006235989202
865	0.006224177966
866	0.006213780211
867	0.006196294011
868	0.006187810617
869	0.006177971343
870	0.006164875351
871	0.00615298748
872	0.00613789348
873	0.006129939015
874	0.006119029362
875	0.00610864463
876	0.006091582174
877	0.006080527766
878	0.006071965234
879	0.006055099624
880	0.00604524382
881	0.006035248772
882	0.006028475882
883	0.006021047841
884	0.006013049298
885	0.006001323211
886	0.005989912177
887	0.005976304287
888	0.005963785308
889	0.005956046221
890	0.005947955516
891	0.005934001017
892	0.005925291727
893	0.005916517322
894	0.00590696405
895	0.005897749372
896	0.005890530698
897	0.005878937345
898	0.005867450177
899	0.005860808517
900	0.00585386733
901	0.005843812678
902	0.005831784561
903	0.005817674789
904	0.005803937672
905	0.005792819151
906	0.005783794307
907	0.005771304379
908	0.005763244729
909	0.005751998485
910	0.005743167981
911	0.005733907724
912	0.005721012083
913	0.005714132505
914	0.0057069529
915	0.005694775521
916	0.005680936224
917	0.005672953209
918	0.00566520711
919	0.005659189545
920	0.005651143419
921	0.005643986353
922	0.00563545187
923	0.005629114744
924	0.005618053324
925	0.005611635056
926	0.005602355264
927	0.005593661
928	0.005584525461
929	0.005570265425
930	0.005563490531
931	0.005555107814
932	0.005540691003
933	0.005530316289
934	0.005517420148
935	0.005512103814
936	0.005502402282
937	0.005488532932
938	0.005478514343
939	0.005465511013
940	0.005455365702
941	0.005445564494
942	0.005439473801
943	0.005432406393
944	0.005424387315
945	0.005416168886
946	0.005405180094
947	0.005391556676
948	0.005381407357
949	0.005374229756
950	0.005363994787
951	0.005352767576
952	0.005342865191
953	0.00533588744
954	0.00532655155
955	0.005315978988
956	0.005308443258
957	0.005297539615
958	0.005289120334
959	0.005276444579
960	0.005267991739
961	0.005259025498
962	0.005247690097
963	0.005242632718
964	0.005238895657
965	0.005231953469
966	0.00522363236
967	0.005217043292
968	0.005205310693
969	0.005195524512
970	0.005187649687
971	0.005179521416
972	0.005172184535
973	0.005167518343
974	0.005161425146
975	0.005153059959
976	0.005145788694
977	0.005135493619
978	0.005128762301
979	0.005120370568
980	0.005113370278
981	0.005102760652
982	0.005096882832
983	0.005088686943
984	0.00508383793
985	0.005077152693
986	0.005069366523
987	0.005062178403
988	0.005052038101
989	0.005044007001
990	0.005037987933
991	0.005030373565
992	0.005023650762
993	0.005018538788
994	0.005006894344
995	0.004999320547
996	0.004989626528
997	0.00498135751
998	0.004974052686
999	0.004966136287
77025732
999	0.004867610285
897351

03464
